abc abc:alphabet
lemming lemming:mouse
lemon lemon
lemonade lemonade:soda
lemur lemur
lens lens
leo leo.name
leon leon.name
leonard leonard.name
leopard leopard
lesson lesson
letter letter
lettuce lettuce
levy levy.name
lewis lewis.name
library library
lichen lichen:mold
lid lid
lieutenant lieutenant
lifeboat lifeboat
lifejacket life-jacket:vest
lifevest life-vest
light light
lightbulb lightbulb
lighthouse lighthouse
lightning lightning
lightsaber lightsaber
lily lily,lily.name
limousine limousine
lincoln lincoln.name
linda linda.name
liner liner
linguine linguine:pasta
lion lion
lip lip:mouth
lips lips:mouth
lipstick lipstick
lisa lisa.name
liz liz.name
lizard lizard
llama llama
lloyd lloyd.name
loader loader:forklift
loaf loaf
lobster lobster
lock lock
locker locker
locomotive locomotive
locust locust:grasshopper
log log
lois lois.name
lollipop lollipop
loom loom
loon loon
loop loop
loot loot:treasure
lord lord
lorry lorry:truck.1
lotus lotus:lily
lou lou.name
loudspeaker loudspeaker
louis louis.name
louise louise.name
love love
lowell lowell.name
lucy lucy.name
luggage luggage:suitcase
luke luke.name
lunch lunch
lute lute
luther luther.name
mac mac.name
macaroni macaroni:pasta
machine excavator,ship_1,booster,bus,printer,engine,computer,plane.1,rocket_1,crane.1,turbine,car,bulldozer
machinery excavator,crane.1,bulldozer
machinist machinist:mechanic
macmillan macmillan.name
madam madam.name
madison madison.name
magazine magazine
mage mage:wizard
maggie maggie.name
magic magic
magicball magic-ball:orb
magician magician:wizard
magnet magnet
magnifier magnifier:lens
magus magus:wizard
mail mail
mailbox mailbox
mailman mailman:postman
maize maize:corn
makeup makeup
male male.name
mall mall
mama mama.name
mamma mamma.name:mother.name
mammal fox,antelope,rat,sheep,mouse,buffalo,marten,lion,pig,otter,echidna,ox,seal,baboon,raccoon,tiger,alpaca,cow,orca,moose,panther,hedgehog,wolf,leopard,horse,dolphin,anteater,deer,yak,sable,mink,zebra,camel,beaver,whale,gazelle,llama,hippopotamus,chimpanzee,rhinoceros,monkey,rabbit,goat,poodle,badger,ferret,donkey,cat,coyote,hyena,bull,sloth,koala,squirrel,jaguar,gorilla,armadillo,weasel,boar,bat,giraffe,skunk,chipmunk,bison,pony,panda,bear,elephant,mole,orangutan,kangaroo,warthog,dog
mammoth mammoth
man man.name
mandala mandala
mango mango
mansion mansion
manuel manuel.name
mao mao.name
map map
marc marc.name
margaret margaret.name
maria maria.name
marie marie.name
marine marine.name
mariner sailor,captain
mark mark.name
marker marker
marriage marriage:wedding
marry marry:wedding
mars mars
marsh marsh:swamp
marshmallow marshmallow
marsupial kangaroo,koala,anteater
marten marten
martha martha.name
martialart karate,aikido,judo
martin martin.name
marx marx.name
mary mary.name
mask mask
mason mason.name
master master
mat mat
match match
matchbox matchbox
matches matches:matchbox
material wood,gold,silver,leather,steel,wool
math math
matt matt.name
matthew matthew.name
mattress mattress
max max.name
maze maze
meadow meadow
meal soup,rice,bread,jam,steak,fries,cake,salad,pie,cereal,yoghurt,orange,honey,porridge,chips,apple,brownie,pizza,banana,ice-cream,omelette
meat meat
meatball meatball
mechanic mechanic
mechanism engine,robot,crane.1,car,bus,lock
medal medal.1,medal.2
medicine medicine:pill
meditation meditation
megaphone megaphone:loudspeaker
melody melody.name
melon melon
menorah menorah
merchandiser merchandiser:merchant
merchant merchant
mercury mercury
mermaid mermaid
metal steel,gold,silver
meteor meteor
meteorite meteorite:meteor
meteoroid meteoroid:meteor
metropolis metropolis:city
mexico mexico
michael michael.name
michel michel.name
microbe microbe:bacteria
microorganism virus,bacteria
microphone microphone
microscope microscope
microwave microwave
miguel miguel.name
mike mike:microphone,mike.name
military tank,fighter,bomber,warship,submarine
milk milk
mill mill
miller miller.name
millipede millipede:centipede
milton milton.name
mine mine
miner miner
mineworker mineworker:miner
minibus minibus:van
minion minion
minivan minivan:van
mink mink
mirror mirror
miss miss.name
missile missile
missive missive:letter
mist mist:fog
mister mister.name
mitchell mitchell.name
mitten mitten
mixer mixer
molar molar:tooth
mold mold
mole mole
molecule molecule
mollusk octopus,slug,oyster,snail,squid
molly molly.name
mom mom.name:mother.name
mommy mother.name:mommy.name
money money
mongoose mongoose
monica monica.name
monitor monitor
monk monk_1,monk_2
monkey monkey
monocycle monocycle:unicycle
monster monster
moon moon
moose moose
mop mop
morgan morgan.name
morris morris.name
moses moses.name
mosque mosque
mosquito mosquito
moss moss
moth moth
mother mother.name
motor motor:engine
motorbike motorbike:motorcycle
motorbus motorbus:bus
motorcar motorcar:car
motorcoach motorcoach:bus
motorcycle motorcycle
motortruck motortruck:truck.1
mountain mountain
mouse mouse
mouth mouth
movie movie
muffin muffin:cupcake
mug mug:cup
mule mule:donkey
murray murray.name
muscle muscle
museum museum
mushroom mushroom
music music
musician musician
mutton mutton:steak
muzzle muzzle
nancy nancy.name
nanna nanna.name:grandmother.name
napkin napkin
napoleon napoleon.name
narration narration:story
narrative narrative:story
nation nation:country
neatherd neatherd:shepherd
nebula nebula
neck neck
necklace necklace
nectarine nectarine:peach
ned ned.name
needle needle
neil neil.name
nelson nelson.name
neo neo.name
neptune neptune
nest nest
net net
newborn newborn:baby
news news:newspaper
newspaper newspaper
nicholas nicholas.name
nick nick.name
night night
nighttime nighttime:night
nina nina.name
ninja ninja
noah noah.name
noble noble
noel noel.name
noodle noodle:pasta
noodles noodles:pasta
nora nora.name
norman norman.name
north north
norton norton.name
nose nose
note note
notebook notebook.1:book,notebook.2:laptop
notes notes:book
novel novel
nuclear nuclear
nuke nuke
nun nun
nurse nurse_1:doctor_1,nurse_2:doctor_2
nut nut
nutrient soup,rice,bread,jam,steak,fries,cake,salad,pie,cereal,yoghurt,orange,honey,porridge,chips,apple,brownie,pizza,banana,ice-cream,omelette
oak oak
oar oar
oat oat
observatory observatory
ocean ocean:sea
oceanliner ocean-liner:liner
octopus octopus
officer officer.1,officer.2:policewoman,officer.2:policeman
ogre ogre
oil oil
olive olive
oliver oliver.name
olympics olympics
omelet omelet:omelette
omelette omelette
onion onion
opossum opossum
optic microscope,telescope,laser,glasses,sunglasses
orang orang:orangutan
orange orange
orangutan orangutan
orangutang orangutang:orangutan
orb orb
orbiter orbiter:shuttle
orc orc:goblin
orca orca
orchard orchard
oreo oreo
organ organ.1,organ.2:heart
organism tiger,dog,chipmunk,baboon,coyote,donkey,octopus,badger,squid,panda,turkey,cockroach,goat,parrot,scarab,squirrel,wasp,scorpion,llama,mole,bison,snake,fish,ox,ostrich,peacock,beaver,slug,elephant,swan,moose,leopard,echidna,hawk,dove,cat,moth,jaguar,armadillo,camel,crow,lobster,ferret,caterpillar,tarantula,flamingo,lion,mouse,iguana,chicken,beetle,fly,kangaroo,deer,gull,sheep,woodpecker,pig,hyena,buffalo,salmon,orangutan,koala,turtle,emu,gorilla,chimpanzee,hippopotamus,crocodile,toad,sable,mink,bug,shark,gazelle,crab,bear,swallow,mosquito,chameleon,antelope,horse,skunk,goose,worm,hedgehog,raccoon,rabbit,panther,rat,eagle,wolf,zebra,pony,spider,cobra,sloth,orca,alligator,seal,owl,dinosaur_1,jellyfish,yak,anteater,weasel,cow,stork,dolphin,centipede,duck,bee,snail,butterfly,warthog,rhinoceros,rooster,lizard,otter,bull,ant,cricket,boar,bat,giraffe,monkey,fox,falcon,alpaca,marten,whale,penguin,ladybug,grasshopper,hornet
origami origami:crane.3
ornament ornament
oscar oscar.name
ostrich ostrich
otter otter
otto otto.name
oven oven
overall overall
owen owen.name
owl owl
ox ox
oxherd oxherd:shepherd
oyster oyster
package package
paddle paddle:oar
padlock padlock:lock
pagoda pagoda
pain pain
paint paint,paint:palette
paintbrush paintbrush:brush.2
painter painter
painting painting
paints paints:palette
palace palace
palette palette
palm palm.1,palm.2:hand
pancake pancake
panda panda
panther panther
pants pants
papaya papaya
paper paper
paperclip paperclip
papyrus papyrus:scroll
parachute parachute
parasol parasol:umbrella
parcel parcel
park park
parker parker.name
parking parking
parkland parkland:park
parrot parrot
parsley parsley
part part
party party
passport passport
pasta pasta
pastor pastor:priest
pastry pastry:croissant
pasture pasture:meadow
pat pat.name
path path:way
patricia patricia.name
patrick patrick.name
paul paul.name
paula paula.name
pavement pavement
paw paw
pawn pawn
pea pea
peach peach
peacock peacock
peak peak:mountain
peanut peanut
peanutbutter peanut-butter
pear pear
pearl pearl
peasant peasant:farmer
peckerwood peckerwood:woodpecker
pedro pedro.name
peg peg.name
pen pen
pencil pencil
pendant pendant:necklace
pendrive pendrive:drive
penguin penguin
penn penn.name
penny penny:cent
pepper pepper
pepperoni pepperoni:sausage
performer actress,dancer,musician,singer,actor,clown
perfume perfume
perry perry.name
persimmon persimmon
person person.name
pet dog,canary,hamster,cat,parrot,turtle
pete pete.name
peter peter.name
petrol petrol:gas.1
petrolstation petrol-station:gas-station
pharmacy pharmacy
pharynx pharynx:throat
phil phil.name
philip philip.name
phillips phillips.name
phoenix phoenix
phone phone
photo photo
photocopier photocopier:xerox
photograph photograph:photo
physician doctor_1,doctor_2
physicist physicist
physics physics
piano piano
pianoforte pianoforte:piano
pic pic:film
pickaxe pickaxe
pickle pickle:cucumber
pickup pickup
picnic picnic
picture picture
pie pie
pier pier
pierre pierre.name
pig pig
pigeon pigeon:dove
pill pill
pillow pillow
pilot pilot
pin pin
pine pine
pineapple pineapple
pipe pipe:smokestack
pirate pirate
pistol pistol
pitcher pitcher:jug
pizza pizza
pizzeria pizzeria:cafe
place place
plane plane.1,plane.2
planet earth,uranus,jupiter,saturn,mercury,pluto,mars,neptune,venus
plant plant
plastic plastic
plate plate
platypus platypus
player player
playground playground
playhouse playhouse
pliers pliers
plow plow
plug plug:wire
plum plum
plumage plumage:feather
plumber plumber
pluto pluto
pocket pocket
poet poet
poison poison
polarbear polar-bear
polaroid polaroid:camera.1
police police
policecar police-car
policeman policeman
policewoman policewoman
politician politician
pollution pollution
polly polly.name
pond pond
pony pony
poodle poodle
pool pool,billiard
popcorn popcorn
pope pope
porcupine porcupine:hedgehog
pork pork:steak
porpoise porpoise:dolphin
porridge porridge
port port
porter porter.name
possum possum:opossum
postbox postbox:mailbox
postman postman
postoffice post-office
pot pot
potato potato
potion potion
potter potter,potter.name
pouch pouch:wallet
power power:energy
powerplant power-plant
powerstation power-station:power-plant
pram pram
prawn prawn:shrimp
president president
priest priest
prince prince
princess princess
printer printer
prison prison:jail
prisoner prisoner:thief
prize prize:trophy
probe probe:satellite
professional astronaut,captain,miner,fireman,worker,teacher,lawyer,dentist,policewoman,doctor_1,policeman,coach,doctor_2,sailor,chemist
professor professor:teacher
projectile bullet,missile,arrow
pterodactyl pterodactyl:pterosaurus
pterosaur pterosaur:pterosaurus
pterosaurus pterosaurus
puddle puddle
puma puma
pump pump
pumpkin pumpkin
pupil pupil:student
puppet puppet:doll
puppy puppy
purse purse:wallet
pushchair pushchair:pram
pushpin pushpin
puzzle puzzle
pyramid pyramid
python python:snake
queen queen
query query:question
question question
quill quill:feather
quilt quilt
quiver quiver
quran quran:coran
rabbit rabbit
raccoon raccoon
race race:race-car
racecar race-car
rachel rachel.name
racing racing
racingcar racing-car:race-car
rack rack
racket racket
radiation radiation
radio radio
radish radish
raft raft:lifeboat
rag rag:wipe
rail rail:railway
railroad railroad:railway
railway railway
rain rain
rainbow rainbow
raincoat raincoat
rainfall rainfall:rain
rainforest rainforest:jungle
raisin raisin
rake rake
ralph ralph.name
ram ram:sheep
ramen ramen:pasta
ramp ramp
rand rand.name
rap rap:rapper
rapper rapper
raptor raptor:velociraptor
raspberry raspberry
rat rat
raven raven:crow
ravioli ravioli
ray ray:beam,ray.name
raymond raymond.name
reaction reaction:chemicals
reagan reagan.name
rebecca rebecca.name
receipt receipt
recycle recycle
recycling recycling:recycle
recyclingbin recycling-bin
reed reed.name
ref ref:referee
referee referee
refrigerator refrigerator:fridge
refuse refuse:trash
reindeer reindeer:deer
remote remote:remote-control
remotecontrol remote-control
report report:document
reporter reporter:journalist
reptile lizard,brontosaurus,dragon,cobra,tyrannosaurus,alligator,chameleon,dinosaur_1,diplodocus,turtle,iguana,velociraptor,triceratops,snake
researcher chemist,zoologist,astronomer,biologist,physicist
restaurant restaurant:cafe
restroom restroom:toilet
revolver revolver:pistol
rex rex.name
rhino rhino:rhinoceros
rhinoceros rhinoceros
ribbon ribbon
rice rice
richard richard.name
richmond richmond.name
rick rick.name
rico rico.name
rifle rifle
ring ring.1,ring.2
rink rink
rio rio.name
river river,river.name
roach roach:cockroach
road road
robber robber:thief
robert robert.name
robin robin.name
robinson robinson.name
robot robot
rock rock.1,rock.2
rocket rocket_1,missile,booster
rocketman rocketman:astronaut
rocketship rocket_1,missile,booster
rod rod.name
rodent mouse,rat,hedgehog,squirrel,beaver,chipmunk
roger roger.name
roland roland.name
roller roller
rollerblade rollerblade:roller
rollercoaster rollercoaster
rollerskate roller-skate:roller
rollingpin rolling-pin
ron ron.name
ronald ronald.name
roof roof
room room
roosevelt roosevelt.name
rooster rooster
root root
rope rope
rose rose,rose.name
rosebush rosebush:rose
ross ross.name
rover rover
rowboat rowboat:boat
roy roy.name
rubbish rubbish:trash
ruby ruby.name
rug rug:carpet
rugby rugby
rugger rugger:rugby
ruin ruin
ruler ruler
ruminant buffalo,yak,cow,sheep,giraffe,moose,deer,ox,bull,gazelle,bison,antelope,goat
runway runway
rush rush.name
russell russell.name
russia russia
ruth ruth.name
rv rv:van
ryan ryan.name
sable sable
sabre sabre
sack sack
saddle saddle
safe safe
sage sage.name
sail sail
sailboat sailboat
sailor sailor
sailship sail-ship
saint saint
salad salad
salamander salamander:lizard
salami salami:sausage
salesman salesman
sally sally.name
salmon salmon
salt salt
sam sam.name
samuel samuel.name
samurai samurai
sand sand
sandal sandal
sandals sandals:sandal
sandbox sandbox
sandcastle sandcastle:sand
sandwich sandwich
santa santa
sara sara.name
sarah sarah.name
sardine sardine:fish
satellite satellite
saturn saturn
saucepan saucepan
saucer saucer.1:plate,saucer.2:lander
saul saul.name
sausage sausage
saw saw
sax sax
saxophone saxophone:sax
scaffold scaffold:scaffolding
scaffolding scaffolding
scallop scallop:shell
scarab scarab
scarabaeus scarabaeus:scarab
scarecrow scarecrow
scared scared:fear
scarf scarf
scene scene
schmidt schmidt.name
scholar chemist,zoologist,astronomer,biologist,physicist
school school
schoolwork schoolwork:homework
schooner schooner:sail-ship
science science
scientist chemist,zoologist,astronomer,biologist,physicist
scifi sci-fi:fiction
scimitar scimitar:sabre
scissors scissors
scooter scooter
scorp scorp:scorpion
scorpion scorpion
scott scott.name
scoundrel scoundrel:villain
scout scout,scout.name
scream scream
screaming screaming:scream
screen screen:monitor
screw screw
screwdriver screwdriver
scroll scroll
sculpture sculpture
sea sea
seabird gull,penguin
seafood crab,octopus,oyster,squid,lobster
seagull seagull:gull
seal seal
sealion sealion:seal
seaman sailor,captain
sean sean.name
seashell seashell:shell
seaweed seaweed
secret secret
seesaw seesaw
seller seller
semaphore semaphore:traffic-light
senate senate
sense eye,finger,nose,tongue,ear
sentinel sentinel:guard
sentry sentry:guard
serpent serpent:snake
servant servant
serviceman soldier,general
seth seth.name
sewage sewage:sewer
sewer sewer
sewingmachine sewing-machine
shades shades:sunglasses
shampoo shampoo
shark shark
sharon sharon.name
shaver shaver
shaw shaw.name
shed shed:barn
sheep sheep
sheet sheet:paper
shelf shelf:rack
shell shell
shellfish crab,oyster,lobster
shelter shelter
shepherd shepherd
shepherddog shepherd-dog:dog
sheriff sheriff
shield shield
ship ship_1,tanker,cruiser,liner,cargo-ship,battleship,warship,destroyer,submarine
shipwreck shipwreck:wreck
shirt shirt
shoe shoe
shoes shoe
shop shop
shorts shorts
shotgun shotgun:rifle
shoulder shoulder
shower shower:bath
shrew shrew
shriek shriek:scream
shrieking shrieking:scream
shrimp shrimp
shrine shrine
shrub shrub:bush
shuttle shuttle
sid sid.name
sidewalk sidewalk
sight sight:eye
sign sign
signal signal:warning
silence silence
silk silk:fabric
silver silver
simon simon.name
singer singer
sink sink
sis sis.name:sister.name
sister sister.name
skate skate
skateboard skateboard
skates skate
skeleton skeleton
ski ski
skijump ski-jump
skirt skirt
skull skull
skunk skunk
sky sky
skyscraper skyscraper
sled sled
sledge sledge:sled
sleep sleep
sleigh sleigh:sled
slipper slipper
sloth sloth
slug slug
slumber slumber:sleep
smartphone smartphone
smile smile
smith smith
smog smog
smoke smoke
smokestack smokestack
snack chips,chocolate
snail snail
snake snake
sneaker sneaker,sneaker:slipper
snow snow
snowball snowball
snowboard snowboard
snowfall snowfall:snow
snowflake snowflake
snowman snowman
snowmobile snowmobile
soap soap
soccer soccer
sock sock
socks sock
soda soda
sofa sofa
soil soil
solar solar
solarfarm solar-farm:solar
solarpanel solar-panel:solar
soldier soldier
solomon solomon.name
son son.name
song song
sophie sophie.name
soul soul
sound scream,whisper,explosion,voice,music,cry
soup soup
south south
sovereign king,emperor
spacecraft spacecraft:spaceship
spaceman spaceman:astronaut
spaceship spaceship
spacestation space-station
spaghetti spaghetti
sparkle sparkle
spatula spatula
speak speak
speaker speaker
specs specs:glasses
spectacles spectacles:glasses
specter specter:ghost
spencer spencer.name
sphere sphere
sphinx sphinx
spice pepper,salt
spider spider
spiderman spiderman
spiderweb spiderweb
spirit spirit:ghost
sponge sponge
spoon spoon
sport baseball,football.1,tennis,chess,racing,soccer,basketball
sportsman sportsman:athlete
spot spot:place,spot
spouse husband,wife
spring spring
springtime springtime:spring
sprite sprite:fairy
spruce spruce
spud spud:potato
spy spy
spyglass spyglass:lens
squid squid
squirrel squirrel
stable stable
stadium stadium
stage stage
stair stair:stairs
staircase staircase:stairs
stairs stairs
stall stall:stable
stalls stalls:stable
stan stan.name
stanley stanley.name
star star
starship starship:spaceship
station station
statue statue:sculpture
steak steak
stealer stealer:thief
stealth stealth
steam steam
steamer steamer
steamroller steamroller
steed steed:horse
steel steel
stephen stephen.name
steps steps:stairs
steve steve.name
steven steven.name
stevens stevens.name
stewart stewart.name
stick stick
stone stone
stop stop
stopsign stop-sign:stop
storage storage
store store:shop
stork stork
story story
stove stove
strawberry strawberry
street street
streetlamp street-lamp
stroller stroller:pram
structure skyscraper,circus,pagoda,lighthouse,house,tower,fortress,mosque,barn,palace,church,factory,observatory,stadium,bridge,capitol,hut,cathedral_1,school,shelter,greenhouse,synagogue,cathedral_2,pharmacy,dam,hotel,hospital
student student
stump stump
sub sub:submarine
submarine submarine
sue sue.name
sugar sugar
suit suit
suitcase suitcase
summer summer
sun sun
sunflower sunflower
sunglasses sunglasses
superhero superhero
superman superman
supermarket supermarket
supper supper
surfboard surfboard:surf
surfing surfing:surf
surgeon surgeon:doctor_1,surgeon:doctor_2
surprise surprise
susan susan.name
sushi sushi
suv suv:jeep
swallow swallow
swamp swamp
swampland swampland:swamp
swan swan
sweater sweater
sweatshirt sweatshirt:hoodie
sweet candy,sugar,jam,honey
swimsuit swimsuit
swine swine:pig
swing swing
sword sword
sylvia sylvia.name
synagogue synagogue
syrup syrup
table table
tablet tablet
taco taco
taikonaut taikonaut:astronaut
tail tail
tale tale:story
talk talk:speak
tallship tall-ship:sail-ship
talmud talmud
tank tank
tanker tanker
tape tape
tarantula tarantula
target target
tater tater:potato
taxi taxi
taxicab taxicab:taxi
taylor taylor.name
tea tea
teacher teacher
teapot teapot
tear tear
technician technician:mechanic
ted ted.name
teddy teddy,teddy.name
teddybear teddy-bear
teen teen.name:adolescent.name
teenager teenager.name:adolescent.name
teeth teeth:tooth
telecasting telecasting:television
telephone telephone:phone
telescope telescope
television television
temperature temperature:thermometer
temple temple_1,temple_2,temple_3,temple_4,temple_5,temple_6,temple_7
tennis tennis
tent tent
teresa teresa.name
terry terry.name
textbook textbook:book
theater theater
theatre theatre:theater
theodore theodore.name
thermometer thermometer
thermos thermos
thespian thespian:actor
thicket thicket:bush
thief thief
thomas thomas.name
thompson thompson.name
thread thread:yarn
throat throat
throne throne
thunder thunder
ticket ticket
tie tie
tiger tiger
tile tile
tim tim.name
timothy timothy.name
tire tire:wheel
tissue tissue:napkin
tissuepaper tissue-paper:napkin
toad toad
toast toast
toaster toaster
tofu tofu
toilet toilet
tomato tomato
tomb tomb:grave
tommy tommy.name
tongs tongs
tongue tongue
tony tony.name
tool drill,saw,knife,scissors,screwdriver,hammer,wrench,axe,plane.2
toolbox toolbox
tooth tooth
toothbrush toothbrush
toothpaste toothpaste
top top
torch torch,flashlight
tortoise tortoise:turtle
tourist tourist
towel towel
tower tower
town town
townhall town-hall
toxin toxin:poison
toy toy
trace trace.name
tractor tractor
trader trader
trafficlight traffic-light
trailer trailer
train train_1,train_2
trainer trainer:coach
trainers trainers:shoe
trainstation train-station
tram tram
trampoline trampoline
transport bus,trolleybus,train_2,tram,train_1
trap trap
trash trash
traveler traveler:tourist
treadmill treadmill
treasure treasure
tree tree
treehouse treehouse
trex t-rex:tyrannosaurus
tribunal tribunal:court
triceratops triceratops
trinity trinity.name
troll troll
trolley trolley:tram
trolleybus trolleybus
trombone trombone
trophy trophy
truck truck.1,truck.2,truck.3:pickup
trumpet trumpet
trunk trunk:stump
tshirt tshirt
tub tub:bath
tube tube
tucker tucker.name
tug tug
tugboat tugboat:tug
tunnel tunnel
turban turban
turbine turbine
turbo turbo:turbine
turkey turkey
turnip turnip:radish
turtle turtle
tuxedo tuxedo:suit
tv tv:television
tweezers tweezers
tympan tympan:drum
tyrannosaur tyrannosaur:tyrannosaurus
tyrannosaurus tyrannosaurus
uboat u-boat:submarine
uke uke:ukulele
ukulele ukulele
umbrella umbrella
umpire umpire:referee
una una.name
uncle uncle.name
underwear underwear
unicorn unicorn
unicycle unicycle
unitedkingdom united-kingdom:britain
unitedstates united-states:america.1
uranus uranus
usa usa:america.1
usb usb:drive
utensil fork,spoon,bowl,chopsticks,knife,plate
vaccine vaccine
vacuum vacuum
vagabond vagabond:beggar
vale vale:valley
valley valley
vampire vampire
van van
vapor vapor:cloud
vase vase
vegetable cucumber,pumpkin,onion,tomato,carrot,potato,pepper,beet
vegetables cucumber,pumpkin,onion,tomato,carrot,potato,pepper,beet
vehicle car,bus,cargo-ship,shuttle,bomber,carriage,ship_1,chariot,fighter,tractor,boat,destroyer,sled,motorcycle,lander,warship,tanker,liner,snowmobile,steamroller,bike.1,tram,trailer,locomotive,helicopter,battleship,ambulance,sailboat,pickup,plane.1,truck.2,taxi,booster,airship,spaceship,bulldozer,truck.1,skateboard,submarine,unicycle,forklift,jet,van,cruiser,tank
velociraptor velociraptor
vendor vendor
venus venus
vera vera.name
vertebrate alligator,elephant,donkey,poodle,buffalo,swan,fox,tyrannosaurus,chipmunk,goose,sable,bear,peacock,rhinoceros,llama,lizard,snake,kangaroo,swallow,hedgehog,brontosaurus,chameleon,toad,whale,coyote,falcon,hippopotamus,lion,diplodocus,goat,crocodile,iguana,gorilla,dinosaur_1,seal,parrot,weasel,sloth,mink,panda,chicken,bull,emu,mouse,fish,leopard,velociraptor,cow,armadillo,bison,raccoon,penguin,cat,triceratops,gazelle,ferret,koala,orca,bat,squirrel,salmon,beaver,flamingo,marten,dog,zebra,mole,moose,rooster,tiger,hyena,cobra,yak,horse,otter,ostrich,echidna,wolf,duck,deer,shark,giraffe,chimpanzee,sheep,camel,panther,pony,ox,boar,eagle,turtle,rabbit,monkey,warthog,rat,dove,stork,pig,anteater,antelope,gull,owl,hawk,orangutan,badger,turkey,alpaca,jaguar,skunk,woodpecker,puppy,crow,baboon,frog,dolphin
vessel vase,teapot,jar,pot,tanker,barrel,destroyer,cruiser,liner,boat,submarine,steamer,cauldron,sailboat,battleship,warship,bottle,flask
vest vest,vest:life-vest
victoria victoria.name
video video:videocamera
videocamera videocamera
videogame videogame
viking viking
village village
villain villain
vincent vincent.name
violet violet.name
violin violin
violinist violinist
virginia virginia.name
virus virus
vixen vixen:fox
vocalist vocalist:singer
voice voice
volcano volcano
waffle waffle
wagon wagon:carriage
waiter waiter:servant
wall wall
wallet wallet
walnut walnut
walrus walrus
wand wand
wardrobe wardrobe
warehouse warehouse
warlock wizard
warning warning
warplane fighter,bomber
warren warren.name
warrior warrior
warship warship
warthog warthog
washer washer
washingmachine washing-machine:washer
washington washington.name
wasp wasp
waste waste:trash
watch watch
water water
watercolor watercolor:palette
waterfall waterfall
watermelon watermelon
watson watson.name
wave wave
waves wave
way way
wayne wayne.name
wealth wealth:money
weapon missile,tank,rifle,fighter,sword,bomb,warship,bomber,bow.1,pistol,knife,cannon
weaponry missile,tank,rifle,fighter,sword,bomb,warship,bomber,bow.1,pistol,knife,cannon
weasel weasel
weather sun,wind,fog,snow,rain
web web:spiderweb
wedding wedding
week week
weightlifter weightlifter
well well
werewolf werewolf
wesley wesley.name
west west
whale whale
wharf wharf:pier
wheat wheat
wheel wheel
wheelbarrow wheelbarrow
wheelchair wheelchair
whip whip
whisk whisk
whisper whisper
whispering whispering:whisper
whistle whistle
widow widow
wife wife
wig wig
wildcat wildcat
william william.name
williams williams.name
willow willow,willow.name
wind wind
windfarm wind-farm:wind-turbine
windmill windmill
window window
windsurf windsurf
windsurfing windsurfing:windsurf
windturbine wind-turbine
wine wine
wing wing
winston winston.name
winter winter
wipe wipe
wire wire
witch witch
wizard wizard
wok wok
wolf wolf
woman woman.name
wood wood
woodpecker woodpecker
woods woods:forest
woody woody.name
wool wool
woolen woolen:wool
woollen woollen:wool
word word
worker worker
workout workout:exercise
works works:plant
world world
worm worm
wraith wraith:ghost
wrap wrap:burrito
wreath wreath
wreck wreck
wrench wrench
xerox xerox
xi xi.name
yacht yacht:sailboat
yachtsman sailor,captain
yak yak
yang yang:ying-yang
yarn yarn
year year
yeti yeti:bigfoot
ying ying:ying-yang
yingyang ying-yang
yoga yoga
yoghurt yoghurt
yogurt yogurt:yoghurt
zebra zebra
zeus zeus.name
zipper zipper
zombie zombie
zoo zoo
zoologist zoologist
zucchini zucchini
