abc abc:alphabet
artifact painting,hotel,lamp.1,ladder,flask,kite,map,cathedral_1,palette,factory,bus,fountain,excavator,desk,bulldozer,pillow,hat,motorcycle,necklace,hammer,mailbox,cauldron,flag,forklift,newspaper,eraser,bomb,lock,carriage,pharmacy,pill,mosque,helmet,horn,parcel,escalator,fridge,oven,camera.1,mop,cart,gown,chair.1_1,lander,marker,fireplace,mandala,chair.1_3,crib,bridge,dolly,locomotive,key,missile,dress,box.1,axe,jewelry,engine,circus,mirror,knife,jet,pen,boot,observatory,hall,cake,locker,comb,piano,film,knot,fan,compass,dryer,microphone,clock,cage,crown,pencil,mansion,bed,lipstick,library,church,elevator,bench,needle,guitar_1,chariot,lute,car,blanket,hospital,jeans,door,flute,microwave,button,glasses,dishwasher,curtain,bow.1,fighter,lightbulb,laser,fortress,fence,costume,hut,pagoda,armchair,juicer,hand,mill,mine,mixer,kitchen,bike.1,computer,candle,bell,dam,microscope,jar,helicopter,paper,carpet,pants,harp,greenhouse,closet,document,photo,cannon,chair.1_2,mask,house,glass,can,palace,arrow,letter,phone,cathedral_2,faucet,liner,jacket,drum,bottle,pickup,lighthouse
artificer artificer:inventor
artillery artillery:cannon
artisan artisan
artist painter,poet,musician,artisan
asia asia
asteroid asteroid
astronaut astronaut
astronomer astronomer
athlete athlete
athletics athletics:athlete
atm atm
atom atom:physics
aubergine aubergine
aunt aunt.name
austin austin.name
australia australia
auto auto:car
autobus autobus:bus
automobile automobile:car
autumn autumn
avocado avocado
ax ax:axe
axe axe
babe babe:baby
baboon baboon
baby baby
babystroller babystroller:pram
backgammon backgammon
backpack backpack
bacon bacon
bacteria bacteria
bacterium bacterium:bacteria
badger badger
bag bag
bagel bagel:doughnut
baggage baggage:suitcase
baguette baguette
bailey bailey.name
bake bake
baker baker
bakery bakery
baking baking:bake
ball ball:soccer,ball:basketball,ball:football.1
balloon balloon.1,balloon.2
bamboo bamboo
banana banana
bandage bandage
bandaid band-aid
banjo banjo
bank bank
banker banker:businessman
banner banner:flag
barbara barbara.name
barbecue barbecue:grill
barley barley
barn barn
baron baron
barrel barrel
barry barry.name
baseball baseball
basement basement
basket basket
basketball basketball
bat bat
bath bath
bathrobe bathrobe
bathroom bath
bathtub bathtub:bath
batman batman
battery battery
battle battle:fight
battleship battleship
beach beach
bead bead
beads beads:bead
beam beam
bean bean
bear bear
beard beard
beast beast
beaver beaver
bed bed
bedbug bedbug
bee bee
beef beef:steak
beehive beehive
beet beet
beetle beetle
beggar beggar
bell bell
bellboy bellboy:concierge
belt belt
ben ben.name
bench bench
benjamin benjamin.name
bento bento
beret beret
bernard bernard.name
berry cherry,raspberry,blueberry,strawberry,blackberry
bert bert.name
beth beth.name
betty betty.name
beverage juice,milk,cocoa,tea,coffee,wine
bible bible
bicycle bicycle:bike.1
bigfoot bigfoot
bike bike.1,bike.2:motorcycle
bill bill:receipt,bill.name
billfold billfold:wallet
billiard billiard
billy billy.name
bin bin:trash
binder binder
binocular binocular
binoculars binoculars:binocular
biologist biologist
bird bird_1,penguin,peacock,dove,duck,swallow,goose,crow,ostrich,canary,emu,owl,rooster,flamingo,gull,swan,eagle,chicken,woodpecker,parrot,stork,turkey,hawk,falcon
birdhouse birdhouse
birdofprey eagle,hawk,owl,falcon
birthday birthday
biscuit biscuit:cookie
bishop bishop
bison bison
blackberry blackberry
blackboard blackboard
blacksmith blacksmith:smith
blanket blanket
blaster blaster:laser-gun
blazer blazer:suit
bleach bleach:detergent
blender blender:mixer
blimp blimp:airship
blood blood
blouse blouse
blowup blowup:explosion
blueberry blueberry
blush blush
boar boar
board board
boat boat
bob bob.name
bobby bobby.name
bodyguard bodyguard
bodyofwater lake,sea,pool,puddle,pond,waterfall,river
bodypart elbow,head,knee,nose,mouth,foot,tongue,neck,hand,face,eye,shoulder,heart,throat,ear,arm,leg,finger
boeing boeing
bolid bolid:meteor
bomb bomb
bomber bomber
bone bone
bonfire bonfire:fire
book book
bookshelf bookshelf
boomerang boomerang
booster booster
boot boot
boots boots:boot
bottle bottle
boulder boulder:stone
bouquet bouquet
boutique boutique:shop
bovine cow,yak,ox,bull
bow bow.1,bow.2
bowknot bowknot:bow.2
bowl bowl
bowtie bowtie:bow.2
box box.1
boxer boxer
boxing boxing
boy boy.name
boyscout boyscout:scout
brad brad.name
braid braid
brain brain
bramble raspberry,blackberry
branch branch
brass trombone,horn,trumpet
brazil brazil
bread bread
breakfast breakfast
breeze breeze:wind
brian brian.name
brick brick
bride bride:wife
bridge bridge
briefcase briefcase:suitcase
brig brig:sail-ship
britain britain
broccoli broccoli
brontosaur brontosaur:brontosaurus
brontosaurus brontosaurus
broom broom:mop
broth broth:soup
brother brother.name
brownie brownie
bruce bruce.name
brush brush.1,brush.2,brush.3,brush.4:toothbrush,brush.5:comb
brute brute:beast
bubblegum bubblegum
bucket bucket
bud bud
buffalo buffalo
buffoon buffoon:clown
bug bug
builder builder
building skyscraper,church,pagoda,palace,hospital,shrine,barn,observatory,synagogue,cathedral_1,greenhouse,library,school,capitol,cathedral_2,court,house,hall,mansion,mosque,hotel
bulb bulb:lightbulb
bull bull
bulldog bulldog:dog
bulldozer bulldozer
bullet bullet
bullseye bullseye:target
bungalow bungalow
bunny bunny:rabbit
buoy buoy
burger burger
burrito burrito
bus bus
bush bush
businessman businessman
busstop bus-stop
butter butter
butterfly butterfly
button button
cab cab:taxi
cabbage cabbage
cabin cabin:bungalow
cabinet cabinet:drawer
cable cable:wire
cabriolet cabriolet
cacao cacao
cactus cactus
cafe cafe
cage cage
cake cake
calamari calamari:squid
calamary calamary:squid
calculator calculator
caldron caldron:cauldron
calendar calendar
camel camel
camera camera.1,camera.2:videocamera
camp camp
campfire campfire
camping camping:camp
can can
canada canada
canary canary
candle candle
candy candy
cane cane
canine dog,fox,wolf,coyote
cannon cannon
canoe canoe
cap cap
cape cape
capital capital
capitol capitol
cappuccino cappuccino:coffee
captain captain
car car
cardinal cardinal
cargoship cargo-ship
carl carl.name
carlo carlo.name
carlos carlos.name
carnival carnival
carnivore wolf,jaguar,marten,cat,mink,tiger,raccoon,ferret,coyote,otter,dog,hyena,leopard,sable,badger,weasel,bear,fox,lion,panther
carol carol.name
caroline caroline.name
carousel carousel
carpet carpet
carpeting carpeting:carpet
carriage carriage
carrier carrier
carrot carrot
cart cart
carter carter.name
case case:suitcase
casey casey.name
cash cash:money
casket casket:coffin
castle castle:fortress
cat cat
caterpillar caterpillar
cathedral cathedral_1,cathedral_2
catherine catherine.name
cattail cattail
cattle cow,ox,bull
cattleman cattleman:shepherd
cauldron cauldron
cauliflower cauliflower
cave cave
cavern cavern:cave
cd cd:disk
cecil cecil.name
celebrity celebrity
celestial star,moon,sun,pluto,saturn,asteroid,mars,earth,jupiter,venus,mercury,uranus,neptune
cellar cellar:basement
cello cello:violin
cementmixer cement-mixer
cemetery cemetery
cemetry cemetry:cemetery
cent cent
centaur centaur
centipede centipede
cephalopod octopus,squid
ceramist ceramist:potter
cereal cereal
cetacean whale,dolphin,orca
chain chain
chair chair.1_1,chair.2:businessman,chair.1_2,chair.1_3
chalk chalk
chalkboard chalkboard:blackboard
chameleon chameleon
chandelier chandelier
chapel chapel
charcoal charcoal:coal
charger charger
chariot chariot
charles charles.name
charlie charlie.name
charlotte charlotte.name
checker checker:checkers
checkers checkers
cheese cheese
cheeseburger cheeseburger:burger
cheetah cheetah
chef chef
chemicals chemicals
chemist chemist
chemistry chemistry
cherry cherry,cherry.name
chess chess
chessboard chessboard:chess
chest chest
chestnut chestnut
chick chick
chicken chicken
child child.name
chili chili:pepper
chimney chimney:fireplace
chimp chimp:chimpanzee
chimpanzee chimpanzee
china china
chipmunk chipmunk
chips chips
chisel chisel
chocolate chocolate
chopper chopper:helicopter
chopstick chopstick:chopsticks
chopsticks chopsticks
chris chris.name
christmas christmas
christopher christopher.name
chuck chuck.name
church church
cinema cinema:movie
circle circle
circus circus
citrus lemon,orange
city city
claire claire.name
clam clam:shell
clara clara.name
clare clare.name
clarinet clarinet
clark clark.name
clarke clarke.name
class class:lesson
claw claw
clayfish clayfish
clement clement.name
cliff cliff
clinic clinic:hospital
clinton clinton.name
clip clip,clip:paperclip
clipboard clipboard
clock clock
closet closet
clothes clothes
cloud cloud
clover clover,clover.name
clown clown
clownfish clownfish
coach coach
coal coal
coat coat
cobra cobra
cobweb cobweb:spiderweb
cock cock:rooster
cockroach cockroach
cocoa cocoa
coconut coconut
coffee coffee
coffin coffin
cog cog:gear
cohen cohen.name
coin coin
cola cola:soda
cole cole.name
colin colin.name
collins collins.name
colonel colonel
color color
colour colour:color
comb comb
combat combat:fight
comet comet
companion companion:friend
compass compass
compost compost
computer computer
concierge concierge
condiment pepper,salt
conditioner conditioner.1,conditioner.2
conductor conductor
confect confect:candy
confetti confetti
conifer fir,spruce,pine
constellation constellation
container container.1,container.2
containership container-ship
continent continent
convertible convertible:cabriolet
conveyor conveyor
cook cook:chef
cookie cookie
cooper cooper.name
cop cop:policeman
copier copier:xerox
copter copter:helicopter
coral coral
coran coran
corn corn
cornet cornet:trumpet
cosmetics lipstick,makeup
cosmonaut cosmonaut:astronaut
costume costume
cot cot:crib
cottage cottage:house
cotton cotton
cottoncandy cotton-candy
couch couch:sofa
count count:baron
country country
court court
cow cow
cowboy cowboy
cowhand cowhand:cowboy
cowherd cowherd:shepherd
cowman cowman:cowboy
cowpoke cowpoke:cowboy
coyote coyote
crab crab
cracker cracker:cookie
crackers crackers:cookie
cradle cradle:crib
craft car,bus,cargo-ship,shuttle,bomber,carriage,ship_1,chariot,fighter,tractor,boat,destroyer,sled,motorcycle,lander,warship,tanker,liner,snowmobile,steamroller,bike.1,tram,trailer,locomotive,helicopter,battleship,ambulance,shell,sailboat,pickup,plane.1,truck.2,taxi,booster,airship,spaceship,bulldozer,truck.1,skateboard,submarine,unicycle,forklift,jet,van,cruiser,tank
craftsman craftsman:artisan
craftswoman craftswoman:artisan
craig craig.name
crane crane.1,crane.2:stork,crane.3
crate crate
crayon crayon
crayons crayons:crayon
cream cream
creature tiger,dog,chipmunk,baboon,coyote,donkey,octopus,badger,squid,panda,turkey,cockroach,goat,parrot,scarab,squirrel,wasp,scorpion,llama,mole,bison,snake,fish,ox,ostrich,peacock,beaver,slug,elephant,swan,moose,leopard,echidna,hawk,dove,cat,moth,jaguar,armadillo,camel,crow,lobster,ferret,caterpillar,tarantula,flamingo,lion,mouse,iguana,chicken,beetle,fly,kangaroo,deer,gull,sheep,woodpecker,pig,hyena,buffalo,salmon,orangutan,koala,turtle,emu,gorilla,chimpanzee,hippopotamus,crocodile,toad,sable,mink,bug,shark,gazelle,crab,bear,swallow,mosquito,chameleon,antelope,horse,skunk,goose,worm,hedgehog,raccoon,rabbit,panther,rat,eagle,wolf,zebra,pony,spider,cobra,sloth,orca,alligator,seal,owl,dinosaur_1,jellyfish,yak,anteater,weasel,cow,stork,dolphin,centipede,duck,bee,snail,butterfly,warthog,rhinoceros,rooster,lizard,otter,bull,ant,cricket,boar,bat,giraffe,monkey,fox,falcon,alpaca,marten,whale,penguin,ladybug,grasshopper,hornet
creditcard credit-card
crepe crepe
crib crib
cricket cricket
criminal criminal:thief
crocodile crocodile
croissant croissant
crop crop
cross cross.1,cross.2,cross.3
crossing crossing
crosswalk crosswalk
crow crow
crown crown
cruise cruise
cruiser cruiser
cruiseship cruise-ship:liner
crustacean crab,lobster
crutch crutch
crutches crutches:crutch
cruz cruz.name
cry cry
crying crying:cry
crystal crystal,crystal.name
cube cube
cucumber cucumber
cup cup
cupboard cupboard
cupcake cupcake
currency currency:money
curtain curtain
cushion cushion:pillow
cutlery cutlery
cuttlefish cuttlefish
cyborg cyborg
cycle cycle:bike.1
cyclops cyclops
cylinder cylinder
cymbal cymbal
dad dad.name:father.name
daddy daddy.name:father.name
daemon daemon:demon
dagger dagger
dairy milk,yoghurt,cheese,ice-cream
daisy daisy
dale dale.name
dam dam
dan dan.name
dana dana.name
dance dance
dancer dancer
dandelion dandelion
danger danger:warning
daniel daniel.name
danny danny.name
dante dante.name
dart dart
darwin darwin.name
daughter daughter.name
dave dave.name
david david.name
davis davis.name
day day
dean dean.name
death death
decapod crab,lobster
decor decor
decoration decoration:decor
deer deer
defense karate,judo,aikido
demon demon
den den:cave,den.name
denis denis.name
dennis dennis.name
dentist dentist
desk desk
dessert dessert
destroyer destroyer
detective detective
detergent detergent
detonation detonation:explosion
device smartphone,computer,stove,engine,microscope,microphone,toaster,fridge,microwave,compass,clock,dishwasher,washer,vacuum,dryer,telescope,bomb,robot,iron,oven
diamond diamond
diana diana.name
diane diane.name
diaper diaper
diary diary:book
dice dice
dictionary dictionary:book
diego diego.name
dinghy dinghy:sailboat
dinner dinner
dino dinosaur_1,brontosaurus,triceratops,diplodocus,velociraptor,tyrannosaurus
dinosaur dinosaur_1,brontosaurus,triceratops,diplodocus,velociraptor,tyrannosaurus
diplodocus diplodocus
direction north,west,east,south
director director
dirigible dirigible:airship
dirt dirt:soil
disco disco
discoverer discoverer:inventor
dish dish
dishwasher dishwasher
disk disk
display display:monitor
diver diver
djinn djinn:genie
djinni djinni:genie
djinny djinny:genie
doc doctor_1,doctor_2
dock dock:port
doctor doctor_1,doctor_2
document document
dog dog
doghouse doghouse
doll doll
dollar dollar:money
dollars dollars:dollar
dolly dolly,dolly.name
dolphin dolphin
domino domino
don don.name
donald donald.name
donkey donkey
donut donut:doughnut
door door
dorothy dorothy.name
doug doug.name
dough dough
doughnut doughnut
douglas douglas.name
dove dove
dozer dozer:bulldozer
dracula dracula:vampire
dragon dragon
dragonfly dragonfly
drake drake:dragon,drake.name
drape drape:curtain
drapery drapery:curtain
drawer drawer
drawing drawing:painting
dreadnought dreadnought:battleship
dress dress
dresser dresser:drawer
drill drill
drink drink
drive drive
droid droid:robot
drome drome:airport
drone drone
drop drop
drug drug:pill
drugstore drugstore:pharmacy
drum drum
dryer dryer
duck duck
duckling duckling:duck
duke duke:baron,duke.name
dumbbell dumbbell
dumpster dumpster:trash
dumptruck dump-truck
dungeon dungeon
dvd dvd:disk
dwarf dwarf
dwelling dwelling:hut
dynamite dynamite:explosive
eagle eagle
ear ear
earphone earphone:headphones
earphones earphones:headphones
earring earring
earth earth
east east
echidna echidna
ed ed.name
eddie eddie.name
eddy eddy.name
eden eden.name
edgar edgar.name
edith edith.name
edmund edmund.name
edward edward.name
edwin edwin.name
eel eel
egg egg
elbow elbow
eleanor eleanor.name
electricity electricity
elephant elephant
elevator elevator
elf elf
eliot eliot.name
elizabeth elizabeth.name
ella ella.name
ellen ellen.name
emily emily.name
emma emma.name
emperor emperor
emu emu
end end
energy energy
engine engine
engineer engineer
england england:britain
entertainer actress,clown,musician,actor,dancer,singer
entertainment circus,television,carnival
equine horse,pony,zebra,donkey
equipment excavator,crane.1,bulldozer
eraser eraser
eric eric.name
erik erik.name
ernest ernest.name
ernst ernst.name
escalator escalator
estate estate:mansion
eugene eugene.name
europe europe
eva eva.name
evans evans.name
eve eve.name
evil evil
ewe ewe:sheep
excavator excavator
exercise exercise
exit exit
explorer explorer
explosion explosion
explosive explosive
expressway expressway:highway
eye eye
eyeglasses eyeglasses:glasses
fabric fabric
face face
factory factory
fae fae:fairy
faerie faerie:fairy
faery faery:fairy
fairy fairy
fairytale fairy-tale:story
faith faith.name
falcon falcon
fall fall:autumn
family family
fan fan
fang fang
fangs fangs:fang
farm farm
farmer farmer
father father.name
faucet faucet
fay fay:fairy
fear fear
feather feather
fedora fedora:hat
feline cat,tiger,jaguar,panther,lion,leopard
felix felix.name
fellow fellow:friend
felon felon:thief
female female.name
fence fence
fencing fencing:fence
ferret ferret
fiction fiction
fiddle fiddle:violin
field field.1,field.2
fig fig
fight fight
fighter fighter
fighterjet fighter-jet:fighter
film film
fin fin
finger finger
fir fir
fire fire
firearm pistol,rifle
firebird firebird:phoenix
firecracker firecracker:firework
firedrake firedrake:dragon
fireengine fire-engine:firetruck
firefighter firefighter:fireman
firefly firefly
fireman fireman
fireplace fireplace
firestation firestation
firetruck firetruck
firework firework
fish fish
fisher fisher:fisherman,fisher.name
fisherman fisherman
flag flag
flame flame:fire
flamingo flamingo
flashlight flashlight
flask flask
flea flea
flint flint.name
flipper flipper
floor floor
flooring flooring:floor
flora flora.name
florence florence.name
flounder flounder
flour flour
flower flower
flowerpot flower-pot
flute flute
fly fly
foam foam
fog fog
foil foil
folder folder:binder
foliage foliage:leaf
food soup,rice,bread,jam,steak,fries,cake,salad,pie,cereal,yoghurt,orange,honey,porridge,chips,apple,brownie,pizza,banana,ice-cream,omelette
foot foot
football football.1,football.2:soccer
ford ford.name
forest forest
forge forge
fork fork
forklift forklift
formula formula
fortepiano forte-piano:piano
fortress fortress
fortune fortune:money
fossil fossil
fossilfuel gas.1,oil,coal
foundry foundry:forge
fountain fountain
fowl chicken,duck,rooster,goose,turkey
fox fox
france france
francis francis.name
frank frank.name
franklin franklin.name
franz franz.name
fred fred.name
frederick frederick.name
freeway freeway:highway
freezer freezer:fridge
fridge fridge
friedegg fried-egg:omelette
friend friend
fries fries
frigate frigate:sail-ship
fright fright:fear
frisbee frisbee
frog frog
fruit apple,pear,orange,grape,pineapple,banana,plum,lemon,peach,apricot,mango
fryingpan frying-pan
fuel fuel:gas.1
fuelstation fuel-station:gas-station
furnace furnace:fireplace
furniture furniture
gable gable
gabriel gabriel.name
galaxy galaxy
gale gale.name
game videogame,basketball,football.1,chess,baseball,tennis,soccer,checkers
garage garage
garbage garbage:trash
garden garden
garlic garlic
gary gary.name
gas gas.1,gas.2
gasstation gas-station
gastropod snail,slug
gate gate
gauge gauge
gazelle gazelle
gear gear
gem gem
general general
genie genie
genius genius
gentleman gentleman
george george.name
gerald gerald.name
germ virus,bacteria
germany germany
ghost ghost
giant cyclops,ogre
gibson gibson.name
gift gift
gilbert gilbert.name
ginger ginger
giraffe giraffe
girl girl.name
girlscout girlscout:scout
glass glass
glasses glasses
glasshouse glasshouse:greenhouse
glen glen.name
glenn glenn.name
glitter glitter:sparkle
globe globe:earth
glove glove
glue glue
gnat gnat:mosquito
gnome gnome:dwarf
goat goat
goatherd goatherd:shepherd
goblin goblin
god god
gold gold
golf golf
goose goose
gordon gordon.name
gorilla gorilla
gossamer gossamer:spiderweb
government government
gown gown
grace grace.name
grader grader
graham graham.name
grain grain
gramps gramps.name:grandfather.name
grampus grampus:orca
gran gran.name:grandmother.name
grandad grandad.name:grandfather.name
granddad granddad.name:grandfather.name
granddaddy granddaddy.name:grandfather.name
grandfather grandfather.name
grandma grandma.name:grandmother.name
grandmother grandmother.name
grandpa grandpa.name:grandfather.name
grandparent grandparent.name
granma granma.name:grandmother.name
grannie grannie.name:grandmother.name
granny granny.name:grandmother.name
granola granola:cereal
granpa granpa.name:grandfather.name
grant grant.name
grape grape
grapefruit grapefruit:orange
grass grass
grasshopper grasshopper
grater grater
grave grave
graveyard graveyard:cemetery
greenhouse greenhouse
greg greg.name
gregory gregory.name
griffin griffin,griffin.name
griffon griffon:griffin
grill grill
groceries groceries:grocery
grocery grocery:shop,grocery
ground ground:soil
groundhog groundhog
gryphon gryphon:griffin
guacamole guacamole
guard guard
guava guava
guitar guitar_1,guitar:rock.2
gull gull
gum gum
gun gun.1:pistol,gun.2:rifle,gun.3:cannon
gunship gunship:sail-ship
guy guy.name
gym gym
hair hair
hairbrush hairbrush:comb
hairdo hairdo:braid
hairdryer hairdryer
hall hall
ham ham
hamburger hamburger:burger
hamilton hamilton.name
hammer hammer
hammock hammock
hamsa hamsa
hamster hamster
han han.name
hand hand
handbag handbag
handcuffs handcuffs
handgun handgun:pistol
hangar hangar
hank hank.name
hansen hansen.name
happy happy:smile
harbor harbor:port
hare hare:rabbit
harmonica harmonica
harold harold.name
harp harp
harper harper.name
harpoon harpoon
harriet harriet.name
harris harris.name
harrison harrison.name
harry harry.name
harvest harvest:crop
harvey harvey.name
hat hat
hatch hatch
hawk hawk
hay hay
hazard hazard:warning
hazel hazel:nut,hazel.name
hazelnut hazelnut:nut
head head
headache headache
headdress hat,helmet,crown,cap
headphone headphone:headphones
headphones headphones
heart heart
hearth hearth:fireplace
heater heater
heaven heaven:sky
hedge hedge:fence
hedgehog hedgehog
helen helen.name
helicopter helicopter
helmet helmet
hen hen:chicken
henri henri.name
henry henry.name
herald herald.name
herb herb
herbert herbert.name
herdsman herdsman:shepherd
herman herman.name
hero hero:superhero
heron heron:stork
herring herring:fish
highway highway
hill hill
hippo hippo:hippopotamus
hippopotamus hippopotamus
hive hive
hockey hockey
hog hog:pig
hole hole
holly holly.name
holy holy
home home:house
homeless homeless:beggar
homework homework
honey honey
hoodie hoodie
hoof hoof
hook hook
hoop hoop
hope hope
horn horn
hornet hornet
horse horse
horseshoe horseshoe
hose hose
hospital hospital
hotdog hotdog
hotel hotel
hound hound
hour hour
hourglass hourglass
house house
household household:family
hoverboard hoverboard
howard howard.name
hudson hudson.name
hue hue.name
hugh hugh.name
hughes hughes.name
human human.name
hummingbird hummingbird:bird_1
hummus hummus
hunter hunter
huntsman huntsman:hunter
hurricane hurricane
husband husband
husky husky:wolf
hut hut
hydrant hydrant
hyena hyena
ice ice
iceberg iceberg
icecream ice-cream
iceskate ice-skate:skate
ichtiosaur ichtiosaur:ichtiosaurus
ichtiosaurus ichtiosaurus
id id:passport
igloo igloo
iguana iguana
image image:painting
india india
industry industry
infant infant:baby
infirmary infirmary:hospital
injection injection:vaccine
ink ink
insect beetle,butterfly,grasshopper,hornet,bee,fly,moth,mosquito,ladybug,cockroach,wasp,bug,cricket,scarab,ant
insectivore anteater,mole,hedgehog
instructor instructor:teacher
instrument violin,harp,piano,lute,trumpet,flute,sax,trombone,guitar_1
interrogation interrogation:question
inventor inventor
investigator investigator:detective
iphone iphone:phone
irene irene.name
iris iris.name
iron iron
isaac isaac.name
island island
ivan ivan.name
ivy ivy.name
jack jack.name
jacket jacket
jackhammer jackhammer
jackson jackson.name
jacob jacob.name
jacques jacques.name
jaguar jaguar
jail jail
jake jake.name
jam jam
james james.name
jan jan.name
jane jane.name
janet janet.name
japan japan
jar jar
jason jason.name
jay jay.name
jazz jazz:sax
jean jean.name
jeans jeans
jeep jeep
jeff jeff.name
jelly jelly:jam
jellyfish jellyfish
jenny jenny.name
jeremy jeremy.name
jerry jerry.name
jersey jersey,jersey.name
jesse jesse.name
jester jester,jester.name
jesus jesus.name
jet jet
jewel jewel:gem
jewelry jewelry
jibo jibo
jim jim.name
jimmy jimmy.name
joan joan.name
job worker,captain,miner,fireman,astronaut,teacher,lawyer,dentist,policewoman,doctor_1,policeman,coach,doctor_2,sailor,chemist
joe joe.name
joel joel.name
johann johann.name
john john.name
johnny johnny.name
johnson johnson.name
joint elbow,knee,shoulder
jon jon.name
jonathan jonathan.name
jones jones.name
jordan jordan.name
jose jose.name
joseph joseph.name
josh josh.name
joshua joshua.name
journal journal:magazine
journalist journalist
journey journey
joy joy.name
joyce joyce.name
joystick joystick
juan juan.name
judge judge
judith judith.name
judo judo
judoist judoist
judy judy.name
jug jug
juice juice
juicer juicer
julia julia.name
julian julian.name
julie julie.name
jumper jumper:sweater
jumprope jump-rope
jungle jungle
junk junk:trash
jupiter jupiter
kangaroo kangaroo
karate karate
karatist karatist
karen karen.name
karl karl.name
kate kate.name
kay kay.name
kayak kayak
keith keith.name
kelly kelly.name
kelp kelp:fish
ken ken.name
kennedy kennedy.name
kennel kennel
kenneth kenneth.name
kent kent.name
ketchup ketchup
kettle kettle:teapot
kevin kevin.name
key key,key.name
keyboard keyboard
khan khan.name
kid kid.name
kim kim.name
kin kin:family
kindergarten kindergarten
king king
kingdom kingdom:country
kiss kiss
kitchen kitchen
kite kite
kitten kitten
kitty kitty:cat
knee knee
knife knife
knight knight
knit knit
knitting knitting:knit
knot knot
koala koala
koran koran:coran
kungfu kung-fu
lab lab:laboratory
laboratory laboratory
laborer laborer:worker
ladder ladder
ladle ladle
lady lady
ladybeetle ladybeetle:ladybug
ladybird ladybird:ladybug
ladybug ladybug
lake lake
lamb lamb:sheep
lamp lamp.1,lamp.2:street-lamp,lamp.3:lantern.2
lamppost lamppost:street-lamp
lance lance.name
land land
lander lander
lantern lantern.1,lantern.2
laptop laptop
larry larry.name
lasagna lasagna:pasta
laser laser
lasergun laser-gun
lasso lasso
lathe lathe
latte latte:coffee
laugh laugh
laughter laughter:laugh
laundry laundry
laura laura.name
lavatory lavatory:toilet
lawman sheriff,policewoman,detective,policeman
lawn lawn
lawrence lawrence.name
lawyer lawyer
lcd lcd:monitor
leader leader
leaf leaf
leafage leafage:leaf
leather leather
lee lee.name
leg leg
